                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    181,                0.67624,                 2.2375,                 1.0882,                 0.8461,                    0.5,                0.51628,                 0.1557,                      0,                    inf,                      0,                0.00109,                0.00109,                0.00109
                    182,                 1.1379,                 1.5045,                 1.0223,                 0.8461,                    0.5,                0.51628,                 0.1557,                      0,                    inf,                      0,              0.0010405,              0.0010405,              0.0010405
                    183,                0.83871,                 1.7044,                0.75822,                0.87836,                    0.5,                0.53071,                0.18367,                      0,                    inf,                      0,               0.000991,               0.000991,               0.000991
                    184,                 1.0529,                   1.49,                 1.1377,                0.87836,                    0.5,                0.53071,                0.18367,                      0,                    inf,                      0,              0.0009415,              0.0009415,              0.0009415
                    185,                0.98465,                 1.1782,                 1.0517,                0.87836,                    0.5,                0.53071,                0.18367,                      0,                    inf,                      0,               0.000892,               0.000892,               0.000892
                    186,                 1.1124,                 1.1445,                 1.2521,                0.87836,                    0.5,                0.53071,                0.18367,                      0,                    inf,                      0,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.2348,                 2.2716,                 1.5751,                0.80412,                    0.5,                0.52833,                0.15298,                      0,                    inf,                      0,               0.000793,               0.000793,               0.000793
                    188,                0.87661,                 1.6203,                 1.1386,                0.80412,                    0.5,                0.52833,                0.15298,                      0,                    inf,                      0,              0.0007435,              0.0007435,              0.0007435
                    189,                0.85095,                 1.0958,                  1.078,                0.80412,                    0.5,                0.52833,                0.15298,                      0,                    inf,                      0,               0.000694,               0.000694,               0.000694
                    190,                   1.05,                 2.0304,                 1.3078,                0.80412,                    0.5,                0.52833,                0.15298,                      0,                    inf,                      0,              0.0006445,              0.0006445,              0.0006445
                    191,                 1.4817,                  2.322,                 1.2931,                0.46472,                    0.5,                0.51826,                0.15425,                      0,                    inf,                      0,               0.000595,               0.000595,               0.000595
                    192,                 1.4164,                 2.2429,                 1.7798,                0.46472,                    0.5,                0.51826,                0.15425,                      0,                    inf,                      0,              0.0005455,              0.0005455,              0.0005455
                    193,                 0.8969,                 1.8562,                 1.5311,                0.46472,                    0.5,                0.51826,                0.15425,                      0,                    inf,                      0,               0.000496,               0.000496,               0.000496
                    194,                 1.4696,                  2.188,                  1.922,                0.46472,                    0.5,                0.51826,                0.15425,                      0,                    inf,                      0,              0.0004465,              0.0004465,              0.0004465
                    195,                0.99994,                 2.7019,                 1.3442,                0.41619,                    0.5,                0.27976,                0.11986,                      0,                    inf,                      0,               0.000397,               0.000397,               0.000397
                    196,                 1.1799,                 2.1516,                 1.6441,                0.41619,                    0.5,                0.27976,                0.11986,                      0,                    inf,                      0,              0.0003475,              0.0003475,              0.0003475
                    197,                0.87738,                 1.5039,                 1.1479,                0.41619,                    0.5,                0.27976,                0.11986,                      0,                    inf,                      0,               0.000298,               0.000298,               0.000298
                    198,                  1.061,                 1.8572,                  1.386,                0.41619,                    0.5,                0.27976,                0.11986,                      0,                    inf,                      0,              0.0002485,              0.0002485,              0.0002485
                    199,                 1.0766,                 1.8429,                 1.2307,                0.40796,                    0.5,                0.28198,                0.12179,                      0,                    inf,                      0,               0.000199,               0.000199,               0.000199
